RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
336216,2020,Nayarit,18,27,Mujeres,10341
336217,2020,Nayarit,18,28,Hombres,10661
336218,2020,Nayarit,18,28,Mujeres,10258
336219,2020,Nayarit,18,29,Hombres,10481
336220,2020,Nayarit,18,29,Mujeres,10141
336221,2020,Nayarit,18,30,Hombres,10260
336222,2020,Nayarit,18,30,Mujeres,10009
336223,2020,Nayarit,18,31,Hombres,10038
336224,2020,Nayarit,18,31,Mujeres,9888
336225,2020,Nayarit,18,32,Hombres,9810
336226,2020,Nayarit,18,32,Mujeres,9766
336227,2020,Nayarit,18,33,Hombres,9572
336228,2020,Nayarit,18,33,Mujeres,9634
336229,2020,Nayarit,18,34,Hombres,9331
336230,2020,Nayarit,18,34,Mujeres,9491
336231,2020,Nayarit,18,35,Hombres,9084
336232,2020,Nayarit,18,35,Mujeres,9345
336233,2020,Nayarit,18,36,Hombres,8835
336234,2020,Nayarit,18,36,Mujeres,9200
336235,2020,Nayarit,18,37,Hombres,8595
336236,2020,Nayarit,18,37,Mujeres,9059
336237,2020,Nayarit,18,38,Hombres,8374
336238,2020,Nayarit,18,38,Mujeres,8930
336239,2020,Nayarit,18,39,Hombres,8181
336240,2020,Nayarit,18,39,Mujeres,8809
336241,2020,Nayarit,18,40,Hombres,8020
336242,2020,Nayarit,18,40,Mujeres,8689
336243,2020,Nayarit,18,41,Hombres,7897
336244,2020,Nayarit,18,41,Mujeres,8575
336245,2020,Nayarit,18,42,Hombres,7806
336246,2020,Nayarit,18,42,Mujeres,8476
336247,2020,Nayarit,18,43,Hombres,7744
336248,2020,Nayarit,18,43,Mujeres,8388
336249,2020,Nayarit,18,44,Hombres,7708
336250,2020,Nayarit,18,44,Mujeres,8307
336251,2020,Nayarit,18,45,Hombres,7663
336252,2020,Nayarit,18,45,Mujeres,8206
336253,2020,Nayarit,18,46,Hombres,7583
336254,2020,Nayarit,18,46,Mujeres,8067
336255,2020,Nayarit,18,47,Hombres,7472
336256,2020,Nayarit,18,47,Mujeres,7899
336257,2020,Nayarit,18,48,Hombres,7324
336258,2020,Nayarit,18,48,Mujeres,7702
336259,2020,Nayarit,18,49,Hombres,7146
336260,2020,Nayarit,18,49,Mujeres,7485
336261,2020,Nayarit,18,50,Hombres,6951
336262,2020,Nayarit,18,50,Mujeres,7256
336263,2020,Nayarit,18,51,Hombres,6741
336264,2020,Nayarit,18,51,Mujeres,7017
336265,2020,Nayarit,18,52,Hombres,6524
336266,2020,Nayarit,18,52,Mujeres,6778
336267,2020,Nayarit,18,53,Hombres,6308
336268,2020,Nayarit,18,53,Mujeres,6536
336269,2020,Nayarit,18,54,Hombres,6099
336270,2020,Nayarit,18,54,Mujeres,6305
336271,2020,Nayarit,18,55,Hombres,5893
336272,2020,Nayarit,18,55,Mujeres,6083
336273,2020,Nayarit,18,56,Hombres,5690
336274,2020,Nayarit,18,56,Mujeres,5867
336275,2020,Nayarit,18,57,Hombres,5487
336276,2020,Nayarit,18,57,Mujeres,5652
336277,2020,Nayarit,18,58,Hombres,5286
336278,2020,Nayarit,18,58,Mujeres,5439
336279,2020,Nayarit,18,59,Hombres,5082
336280,2020,Nayarit,18,59,Mujeres,5225
336281,2020,Nayarit,18,60,Hombres,4875
336282,2020,Nayarit,18,60,Mujeres,5009
336283,2020,Nayarit,18,61,Hombres,4662
336284,2020,Nayarit,18,61,Mujeres,4790
336285,2020,Nayarit,18,62,Hombres,4445
336286,2020,Nayarit,18,62,Mujeres,4568
336287,2020,Nayarit,18,63,Hombres,4222
336288,2020,Nayarit,18,63,Mujeres,4343
336289,2020,Nayarit,18,64,Hombres,3998
336290,2020,Nayarit,18,64,Mujeres,4121
336291,2020,Nayarit,18,65,Hombres,3774
336292,2020,Nayarit,18,65,Mujeres,3903
336293,2020,Nayarit,18,66,Hombres,3551
336294,2020,Nayarit,18,66,Mujeres,3690
336295,2020,Nayarit,18,67,Hombres,3336
336296,2020,Nayarit,18,67,Mujeres,3479
336297,2020,Nayarit,18,68,Hombres,3124
336298,2020,Nayarit,18,68,Mujeres,3273
336299,2020,Nayarit,18,69,Hombres,2911
336300,2020,Nayarit,18,69,Mujeres,3074
336301,2020,Nayarit,18,70,Hombres,2728
336302,2020,Nayarit,18,70,Mujeres,2900
336303,2020,Nayarit,18,71,Hombres,2563
336304,2020,Nayarit,18,71,Mujeres,2741
336305,2020,Nayarit,18,72,Hombres,2395
336306,2020,Nayarit,18,72,Mujeres,2576
336307,2020,Nayarit,18,73,Hombres,2235
336308,2020,Nayarit,18,73,Mujeres,2419
336309,2020,Nayarit,18,74,Hombres,2080
336310,2020,Nayarit,18,74,Mujeres,2267
336311,2020,Nayarit,18,75,Hombres,1930
336312,2020,Nayarit,18,75,Mujeres,2123
336313,2020,Nayarit,18,76,Hombres,1786
336314,2020,Nayarit,18,76,Mujeres,1986
336315,2020,Nayarit,18,77,Hombres,1648
336316,2020,Nayarit,18,77,Mujeres,1852
336317,2020,Nayarit,18,78,Hombres,1519
336318,2020,Nayarit,18,78,Mujeres,1726
336319,2020,Nayarit,18,79,Hombres,1395
336320,2020,Nayarit,18,79,Mujeres,1605
336321,2020,Nayarit,18,80,Hombres,1272
336322,2020,Nayarit,18,80,Mujeres,1483
336323,2020,Nayarit,18,81,Hombres,1154
336324,2020,Nayarit,18,81,Mujeres,1363
336325,2020,Nayarit,18,82,Hombres,1041
336326,2020,Nayarit,18,82,Mujeres,1247
336327,2020,Nayarit,18,83,Hombres,932
336328,2020,Nayarit,18,83,Mujeres,1135
336329,2020,Nayarit,18,84,Hombres,831
336330,2020,Nayarit,18,84,Mujeres,1028
336331,2020,Nayarit,18,85,Hombres,734
336332,2020,Nayarit,18,85,Mujeres,928
336333,2020,Nayarit,18,86,Hombres,644
336334,2020,Nayarit,18,86,Mujeres,830
336335,2020,Nayarit,18,87,Hombres,561
336336,2020,Nayarit,18,87,Mujeres,734
336337,2020,Nayarit,18,88,Hombres,484
336338,2020,Nayarit,18,88,Mujeres,642
336339,2020,Nayarit,18,89,Hombres,414
336340,2020,Nayarit,18,89,Mujeres,555
336341,2020,Nayarit,18,90,Hombres,349
336342,2020,Nayarit,18,90,Mujeres,472
336343,2020,Nayarit,18,91,Hombres,289
336344,2020,Nayarit,18,91,Mujeres,396
336345,2020,Nayarit,18,92,Hombres,236
336346,2020,Nayarit,18,92,Mujeres,326
336347,2020,Nayarit,18,93,Hombres,190
336348,2020,Nayarit,18,93,Mujeres,264
336349,2020,Nayarit,18,94,Hombres,151
336350,2020,Nayarit,18,94,Mujeres,211
336351,2020,Nayarit,18,95,Hombres,117
336352,2020,Nayarit,18,95,Mujeres,165
336353,2020,Nayarit,18,96,Hombres,89
336354,2020,Nayarit,18,96,Mujeres,126
336355,2020,Nayarit,18,97,Hombres,67
336356,2020,Nayarit,18,97,Mujeres,94
336357,2020,Nayarit,18,98,Hombres,49
336358,2020,Nayarit,18,98,Mujeres,68
336359,2020,Nayarit,18,99,Hombres,35
336360,2020,Nayarit,18,99,Mujeres,48
336361,2020,Nayarit,18,100,Hombres,24
336362,2020,Nayarit,18,100,Mujeres,32
336363,2020,Nayarit,18,101,Hombres,16
336364,2020,Nayarit,18,101,Mujeres,21
336365,2020,Nayarit,18,102,Hombres,10
336366,2020,Nayarit,18,102,Mujeres,13
336367,2020,Nayarit,18,103,Hombres,6
336368,2020,Nayarit,18,103,Mujeres,8
336369,2020,Nayarit,18,104,Hombres,4
336370,2020,Nayarit,18,104,Mujeres,5
336371,2020,Nayarit,18,105,Hombres,2
336372,2020,Nayarit,18,105,Mujeres,3
336373,2020,Nayarit,18,106,Hombres,1
336374,2020,Nayarit,18,106,Mujeres,1
336375,2020,Nayarit,18,107,Hombres,1
336376,2020,Nayarit,18,107,Mujeres,1
336377,2020,Nayarit,18,108,Hombres,0
336378,2020,Nayarit,18,108,Mujeres,0
336379,2020,Nayarit,18,109,Hombres,0
336380,2020,Nayarit,18,109,Mujeres,0
353981,2020,Nuevo León,19,0,Hombres,45977
353982,2020,Nuevo León,19,0,Mujeres,44264
353983,2020,Nuevo León,19,1,Hombres,46103
353984,2020,Nuevo León,19,1,Mujeres,44378
353985,2020,Nuevo León,19,2,Hombres,46292
353986,2020,Nuevo León,19,2,Mujeres,44540
353987,2020,Nuevo León,19,3,Hombres,46503
353988,2020,Nuevo León,19,3,Mujeres,44719
353989,2020,Nuevo León,19,4,Hombres,46637
353990,2020,Nuevo León,19,4,Mujeres,45111
353991,2020,Nuevo León,19,5,Hombres,46711
353992,2020,Nuevo León,19,5,Mujeres,45479
353993,2020,Nuevo León,19,6,Hombres,46752
353994,2020,Nuevo León,19,6,Mujeres,45544
353995,2020,Nuevo León,19,7,Hombres,46719
353996,2020,Nuevo León,19,7,Mujeres,45474
353997,2020,Nuevo León,19,8,Hombres,46664
353998,2020,Nuevo León,19,8,Mujeres,45346
353999,2020,Nuevo León,19,9,Hombres,46609
354000,2020,Nuevo León,19,9,Mujeres,45234
354001,2020,Nuevo León,19,10,Hombres,46671
354002,2020,Nuevo León,19,10,Mujeres,45243
354003,2020,Nuevo León,19,11,Hombres,46837
354004,2020,Nuevo León,19,11,Mujeres,45366
354005,2020,Nuevo León,19,12,Hombres,47008
354006,2020,Nuevo León,19,12,Mujeres,45499
354007,2020,Nuevo León,19,13,Hombres,47209
354008,2020,Nuevo León,19,13,Mujeres,45621
354009,2020,Nuevo León,19,14,Hombres,47443
354010,2020,Nuevo León,19,14,Mujeres,45757
354011,2020,Nuevo León,19,15,Hombres,47792
354012,2020,Nuevo León,19,15,Mujeres,45971
354013,2020,Nuevo León,19,16,Hombres,48178
354014,2020,Nuevo León,19,16,Mujeres,46195
354015,2020,Nuevo León,19,17,Hombres,48470
354016,2020,Nuevo León,19,17,Mujeres,46364
354017,2020,Nuevo León,19,18,Hombres,48782
354018,2020,Nuevo León,19,18,Mujeres,46583
354019,2020,Nuevo León,19,19,Hombres,49043
354020,2020,Nuevo León,19,19,Mujeres,46768
354021,2020,Nuevo León,19,20,Hombres,49183
354022,2020,Nuevo León,19,20,Mujeres,46783
354023,2020,Nuevo León,19,21,Hombres,49329
354024,2020,Nuevo León,19,21,Mujeres,46703
354025,2020,Nuevo León,19,22,Hombres,49541
354026,2020,Nuevo León,19,22,Mujeres,46665
354027,2020,Nuevo León,19,23,Hombres,49786
354028,2020,Nuevo León,19,23,Mujeres,46713
354029,2020,Nuevo León,19,24,Hombres,50053
354030,2020,Nuevo León,19,24,Mujeres,46838
354031,2020,Nuevo León,19,25,Hombres,50151
354032,2020,Nuevo León,19,25,Mujeres,46854
354033,2020,Nuevo León,19,26,Hombres,49953
354034,2020,Nuevo León,19,26,Mujeres,46632
354035,2020,Nuevo León,19,27,Hombres,49541
354036,2020,Nuevo León,19,27,Mujeres,46265
354037,2020,Nuevo León,19,28,Hombres,48904
354038,2020,Nuevo León,19,28,Mujeres,45796
354039,2020,Nuevo León,19,29,Hombres,48056
354040,2020,Nuevo León,19,29,Mujeres,45247
354041,2020,Nuevo León,19,30,Hombres,47105
354042,2020,Nuevo León,19,30,Mujeres,44679
354043,2020,Nuevo León,19,31,Hombres,46155
354044,2020,Nuevo León,19,31,Mujeres,44153
354045,2020,Nuevo León,19,32,Hombres,45187
354046,2020,Nuevo León,19,32,Mujeres,43636
354047,2020,Nuevo León,19,33,Hombres,44178
354048,2020,Nuevo León,19,33,Mujeres,43081
354049,2020,Nuevo León,19,34,Hombres,43196
354050,2020,Nuevo León,19,34,Mujeres,42533
354051,2020,Nuevo León,19,35,Hombres,42254
354052,2020,Nuevo León,19,35,Mujeres,42023
354053,2020,Nuevo León,19,36,Hombres,41319
354054,2020,Nuevo León,19,36,Mujeres,41530
354055,2020,Nuevo León,19,37,Hombres,40412
354056,2020,Nuevo León,19,37,Mujeres,41054
354057,2020,Nuevo León,19,38,Hombres,39575
354058,2020,Nuevo León,19,38,Mujeres,40602
354059,2020,Nuevo León,19,39,Hombres,38849
354060,2020,Nuevo León,19,39,Mujeres,40177
354061,2020,Nuevo León,19,40,Hombres,38269
354062,2020,Nuevo León,19,40,Mujeres,39795
354063,2020,Nuevo León,19,41,Hombres,37835
354064,2020,Nuevo León,19,41,Mujeres,39466
354065,2020,Nuevo León,19,42,Hombres,37534
354066,2020,Nuevo León,19,42,Mujeres,39185
354067,2020,Nuevo León,19,43,Hombres,37346
354068,2020,Nuevo León,19,43,Mujeres,38941
354069,2020,Nuevo León,19,44,Hombres,37249
354070,2020,Nuevo León,19,44,Mujeres,38721
354071,2020,Nuevo León,19,45,Hombres,37081
354072,2020,Nuevo León,19,45,Mujeres,38395
354073,2020,Nuevo León,19,46,Hombres,36726
354074,2020,Nuevo León,19,46,Mujeres,37889
354075,2020,Nuevo León,19,47,Hombres,36195
354076,2020,Nuevo León,19,47,Mujeres,37238
354077,2020,Nuevo León,19,48,Hombres,35471
354078,2020,Nuevo León,19,48,Mujeres,36439
354079,2020,Nuevo León,19,49,Hombres,34577
354080,2020,Nuevo León,19,49,Mujeres,35525
354081,2020,Nuevo León,19,50,Hombres,33566
354082,2020,Nuevo León,19,50,Mujeres,34532
354083,2020,Nuevo León,19,51,Hombres,32479
354084,2020,Nuevo León,19,51,Mujeres,33484
354085,2020,Nuevo León,19,52,Hombres,31342
354086,2020,Nuevo León,19,52,Mujeres,32406
354087,2020,Nuevo León,19,53,Hombres,30192
354088,2020,Nuevo León,19,53,Mujeres,31330
354089,2020,Nuevo León,19,54,Hombres,29059
354090,2020,Nuevo León,19,54,Mujeres,30274
354091,2020,Nuevo León,19,55,Hombres,27951
354092,2020,Nuevo León,19,55,Mujeres,29228
354093,2020,Nuevo León,19,56,Hombres,26849
354094,2020,Nuevo León,19,56,Mujeres,28178
354095,2020,Nuevo León,19,57,Hombres,25744
354096,2020,Nuevo León,19,57,Mujeres,27118
354097,2020,Nuevo León,19,58,Hombres,24628
354098,2020,Nuevo León,19,58,Mujeres,26043
354099,2020,Nuevo León,19,59,Hombres,23490
354100,2020,Nuevo León,19,59,Mujeres,24937
354101,2020,Nuevo León,19,60,Hombres,22325
354102,2020,Nuevo León,19,60,Mujeres,23797
354103,2020,Nuevo León,19,61,Hombres,21135
354104,2020,Nuevo León,19,61,Mujeres,22618
354105,2020,Nuevo León,19,62,Hombres,19933
354106,2020,Nuevo León,19,62,Mujeres,21417
354107,2020,Nuevo León,19,63,Hombres,18734
354108,2020,Nuevo León,19,63,Mujeres,20214
354109,2020,Nuevo León,19,64,Hombres,17558
354110,2020,Nuevo León,19,64,Mujeres,19033
354111,2020,Nuevo León,19,65,Hombres,16414
354112,2020,Nuevo León,19,65,Mujeres,17892
354113,2020,Nuevo León,19,66,Hombres,15294
354114,2020,Nuevo León,19,66,Mujeres,16794
354115,2020,Nuevo León,19,67,Hombres,14223
354116,2020,Nuevo León,19,67,Mujeres,15732
354117,2020,Nuevo León,19,68,Hombres,13198
354118,2020,Nuevo León,19,68,Mujeres,14704
354119,2020,Nuevo León,19,69,Hombres,12197
354120,2020,Nuevo León,19,69,Mujeres,13719
354121,2020,Nuevo León,19,70,Hombres,11327
354122,2020,Nuevo León,19,70,Mujeres,12877
354123,2020,Nuevo León,19,71,Hombres,10544
354124,2020,Nuevo León,19,71,Mujeres,12114
354125,2020,Nuevo León,19,72,Hombres,9759
354126,2020,Nuevo León,19,72,Mujeres,11337
354127,2020,Nuevo León,19,73,Hombres,9016
354128,2020,Nuevo León,19,73,Mujeres,10600
354129,2020,Nuevo León,19,74,Hombres,8309
354130,2020,Nuevo León,19,74,Mujeres,9893
354131,2020,Nuevo León,19,75,Hombres,7636
354132,2020,Nuevo León,19,75,Mujeres,9214
354133,2020,Nuevo León,19,76,Hombres,6994
354134,2020,Nuevo León,19,76,Mujeres,8555
354135,2020,Nuevo León,19,77,Hombres,6379
354136,2020,Nuevo León,19,77,Mujeres,7916
354137,2020,Nuevo León,19,78,Hombres,5808
354138,2020,Nuevo León,19,78,Mujeres,7318
354139,2020,Nuevo León,19,79,Hombres,5263
354140,2020,Nuevo León,19,79,Mujeres,6735
354141,2020,Nuevo León,19,80,Hombres,4728
354142,2020,Nuevo León,19,80,Mujeres,6149
354143,2020,Nuevo León,19,81,Hombres,4219
354144,2020,Nuevo León,19,81,Mujeres,5580
354145,2020,Nuevo León,19,82,Hombres,3745
354146,2020,Nuevo León,19,82,Mujeres,5040
354147,2020,Nuevo León,19,83,Hombres,3307
354148,2020,Nuevo León,19,83,Mujeres,4530
354149,2020,Nuevo León,19,84,Hombres,2901
354150,2020,Nuevo León,19,84,Mujeres,4044
354151,2020,Nuevo León,19,85,Hombres,2528
354152,2020,Nuevo León,19,85,Mujeres,3588
354153,2020,Nuevo León,19,86,Hombres,2185
354154,2020,Nuevo León,19,86,Mujeres,3159
354155,2020,Nuevo León,19,87,Hombres,1873
354156,2020,Nuevo León,19,87,Mujeres,2759
354157,2020,Nuevo León,19,88,Hombres,1589
354158,2020,Nuevo León,19,88,Mujeres,2386
354159,2020,Nuevo León,19,89,Hombres,1332
354160,2020,Nuevo León,19,89,Mujeres,2035
354161,2020,Nuevo León,19,90,Hombres,1101
354162,2020,Nuevo León,19,90,Mujeres,1710
354163,2020,Nuevo León,19,91,Hombres,894
354164,2020,Nuevo León,19,91,Mujeres,1411
354165,2020,Nuevo León,19,92,Hombres,715
354166,2020,Nuevo León,19,92,Mujeres,1149
354167,2020,Nuevo León,19,93,Hombres,563
354168,2020,Nuevo León,19,93,Mujeres,920
354169,2020,Nuevo León,19,94,Hombres,435
354170,2020,Nuevo León,19,94,Mujeres,725
354171,2020,Nuevo León,19,95,Hombres,331
354172,2020,Nuevo León,19,95,Mujeres,561
354173,2020,Nuevo León,19,96,Hombres,246
354174,2020,Nuevo León,19,96,Mujeres,426
354175,2020,Nuevo León,19,97,Hombres,178
354176,2020,Nuevo León,19,97,Mujeres,315
354177,2020,Nuevo León,19,98,Hombres,126
354178,2020,Nuevo León,19,98,Mujeres,227
354179,2020,Nuevo León,19,99,Hombres,87
354180,2020,Nuevo León,19,99,Mujeres,158
354181,2020,Nuevo León,19,100,Hombres,57
354182,2020,Nuevo León,19,100,Mujeres,106
354183,2020,Nuevo León,19,101,Hombres,36
354184,2020,Nuevo León,19,101,Mujeres,69
354185,2020,Nuevo León,19,102,Hombres,23
354186,2020,Nuevo León,19,102,Mujeres,43
354187,2020,Nuevo León,19,103,Hombres,14
354188,2020,Nuevo León,19,103,Mujeres,26
354189,2020,Nuevo León,19,104,Hombres,8
354190,2020,Nuevo León,19,104,Mujeres,15
354191,2020,Nuevo León,19,105,Hombres,4
354192,2020,Nuevo León,19,105,Mujeres,8
354193,2020,Nuevo León,19,106,Hombres,2
354194,2020,Nuevo León,19,106,Mujeres,4
354195,2020,Nuevo León,19,107,Hombres,1
354196,2020,Nuevo León,19,107,Mujeres,2
354197,2020,Nuevo León,19,108,Hombres,0
354198,2020,Nuevo León,19,108,Mujeres,1
354199,2020,Nuevo León,19,109,Hombres,0
354200,2020,Nuevo León,19,109,Mujeres,0
371801,2020,Oaxaca,20,0,Hombres,36981
371802,2020,Oaxaca,20,0,Mujeres,35699
371803,2020,Oaxaca,20,1,Hombres,37089
371804,2020,Oaxaca,20,1,Mujeres,35846
371805,2020,Oaxaca,20,2,Hombres,37266
371806,2020,Oaxaca,20,2,Mujeres,36035
371807,2020,Oaxaca,20,3,Hombres,37452
371808,2020,Oaxaca,20,3,Mujeres,36220
371809,2020,Oaxaca,20,4,Hombres,37783
371810,2020,Oaxaca,20,4,Mujeres,36517
371811,2020,Oaxaca,20,5,Hombres,38237
371812,2020,Oaxaca,20,5,Mujeres,36953
371813,2020,Oaxaca,20,6,Hombres,38635
371814,2020,Oaxaca,20,6,Mujeres,37381
371815,2020,Oaxaca,20,7,Hombres,38961
371816,2020,Oaxaca,20,7,Mujeres,37730
371817,2020,Oaxaca,20,8,Hombres,39249
371818,2020,Oaxaca,20,8,Mujeres,38024
371819,2020,Oaxaca,20,9,Hombres,39481
371820,2020,Oaxaca,20,9,Mujeres,38281
371821,2020,Oaxaca,20,10,Hombres,39625
371822,2020,Oaxaca,20,10,Mujeres,38453
371823,2020,Oaxaca,20,11,Hombres,39681
371824,2020,Oaxaca,20,11,Mujeres,38544
371825,2020,Oaxaca,20,12,Hombres,39665
371826,2020,Oaxaca,20,12,Mujeres,38580
371827,2020,Oaxaca,20,13,Hombres,39592
371828,2020,Oaxaca,20,13,Mujeres,38540
371829,2020,Oaxaca,20,14,Hombres,39494
371830,2020,Oaxaca,20,14,Mujeres,38489
371831,2020,Oaxaca,20,15,Hombres,39229
371832,2020,Oaxaca,20,15,Mujeres,38356
371833,2020,Oaxaca,20,16,Hombres,38668
371834,2020,Oaxaca,20,16,Mujeres,38015
371835,2020,Oaxaca,20,17,Hombres,37901
371836,2020,Oaxaca,20,17,Mujeres,37534
371837,2020,Oaxaca,20,18,Hombres,37045
371838,2020,Oaxaca,20,18,Mujeres,37019
371839,2020,Oaxaca,20,19,Hombres,36191
371840,2020,Oaxaca,20,19,Mujeres,36513
371841,2020,Oaxaca,20,20,Hombres,35439
371842,2020,Oaxaca,20,20,Mujeres,36062
371843,2020,Oaxaca,20,21,Hombres,34796
371844,2020,Oaxaca,20,21,Mujeres,35664
371845,2020,Oaxaca,20,22,Hombres,34202
371846,2020,Oaxaca,20,22,Mujeres,35312
371847,2020,Oaxaca,20,23,Hombres,33648
371848,2020,Oaxaca,20,23,Mujeres,35044
371849,2020,Oaxaca,20,24,Hombres,33135
371850,2020,Oaxaca,20,24,Mujeres,34842
371851,2020,Oaxaca,20,25,Hombres,32706
371852,2020,Oaxaca,20,25,Mujeres,34690
371853,2020,Oaxaca,20,26,Hombres,32293
371854,2020,Oaxaca,20,26,Mujeres,34514
371855,2020,Oaxaca,20,27,Hombres,31800
371856,2020,Oaxaca,20,27,Mujeres,34265
371857,2020,Oaxaca,20,28,Hombres,31229
371858,2020,Oaxaca,20,28,Mujeres,33975
371859,2020,Oaxaca,20,29,Hombres,30510
371860,2020,Oaxaca,20,29,Mujeres,33586
371861,2020,Oaxaca,20,30,Hombres,29676
371862,2020,Oaxaca,20,30,Mujeres,33099
371863,2020,Oaxaca,20,31,Hombres,28865
371864,2020,Oaxaca,20,31,Mujeres,32623
371865,2020,Oaxaca,20,32,Hombres,28098
371866,2020,Oaxaca,20,32,Mujeres,32164
371867,2020,Oaxaca,20,33,Hombres,27352
371868,2020,Oaxaca,20,33,Mujeres,31681
371869,2020,Oaxaca,20,34,Hombres,26636
371870,2020,Oaxaca,20,34,Mujeres,31186
371871,2020,Oaxaca,20,35,Hombres,25945
371872,2020,Oaxaca,20,35,Mujeres,30680
371873,2020,Oaxaca,20,36,Hombres,25273
371874,2020,Oaxaca,20,36,Mujeres,30162
371875,2020,Oaxaca,20,37,Hombres,24632
371876,2020,Oaxaca,20,37,Mujeres,29652
371877,2020,Oaxaca,20,38,Hombres,24041
371878,2020,Oaxaca,20,38,Mujeres,29155
371879,2020,Oaxaca,20,39,Hombres,23516
371880,2020,Oaxaca,20,39,Mujeres,28673
371881,2020,Oaxaca,20,40,Hombres,23076
371882,2020,Oaxaca,20,40,Mujeres,28218
371883,2020,Oaxaca,20,41,Hombres,22728
371884,2020,Oaxaca,20,41,Mujeres,27802
371885,2020,Oaxaca,20,42,Hombres,22470
371886,2020,Oaxaca,20,42,Mujeres,27425
371887,2020,Oaxaca,20,43,Hombres,22294
371888,2020,Oaxaca,20,43,Mujeres,27083
371889,2020,Oaxaca,20,44,Hombres,22183
371890,2020,Oaxaca,20,44,Mujeres,26773
371891,2020,Oaxaca,20,45,Hombres,22043
371892,2020,Oaxaca,20,45,Mujeres,26410
371893,2020,Oaxaca,20,46,Hombres,21817
371894,2020,Oaxaca,20,46,Mujeres,25951
371895,2020,Oaxaca,20,47,Hombres,21515
371896,2020,Oaxaca,20,47,Mujeres,25426
371897,2020,Oaxaca,20,48,Hombres,21128
371898,2020,Oaxaca,20,48,Mujeres,24836
371899,2020,Oaxaca,20,49,Hombres,20668
371900,2020,Oaxaca,20,49,Mujeres,24202
371901,2020,Oaxaca,20,50,Hombres,20174
371902,2020,Oaxaca,20,50,Mujeres,23550
371903,2020,Oaxaca,20,51,Hombres,19669
371904,2020,Oaxaca,20,51,Mujeres,22895
371905,2020,Oaxaca,20,52,Hombres,19153
371906,2020,Oaxaca,20,52,Mujeres,22247
371907,2020,Oaxaca,20,53,Hombres,18644
371908,2020,Oaxaca,20,53,Mujeres,21623
371909,2020,Oaxaca,20,54,Hombres,18155
371910,2020,Oaxaca,20,54,Mujeres,21032
371911,2020,Oaxaca,20,55,Hombres,17673
371912,2020,Oaxaca,20,55,Mujeres,20461
371913,2020,Oaxaca,20,56,Hombres,17190
371914,2020,Oaxaca,20,56,Mujeres,19901
371915,2020,Oaxaca,20,57,Hombres,16702
371916,2020,Oaxaca,20,57,Mujeres,19343
371917,2020,Oaxaca,20,58,Hombres,16195
371918,2020,Oaxaca,20,58,Mujeres,18775
371919,2020,Oaxaca,20,59,Hombres,15660
371920,2020,Oaxaca,20,59,Mujeres,18178
371921,2020,Oaxaca,20,60,Hombres,15096
371922,2020,Oaxaca,20,60,Mujeres,17547
371923,2020,Oaxaca,20,61,Hombres,14500
371924,2020,Oaxaca,20,61,Mujeres,16882
371925,2020,Oaxaca,20,62,Hombres,13875
371926,2020,Oaxaca,20,62,Mujeres,16189
371927,2020,Oaxaca,20,63,Hombres,13230
371928,2020,Oaxaca,20,63,Mujeres,15481
371929,2020,Oaxaca,20,64,Hombres,12578
371930,2020,Oaxaca,20,64,Mujeres,14769
371931,2020,Oaxaca,20,65,Hombres,11933
371932,2020,Oaxaca,20,65,Mujeres,14065
371933,2020,Oaxaca,20,66,Hombres,11291
371934,2020,Oaxaca,20,66,Mujeres,13372
371935,2020,Oaxaca,20,67,Hombres,10664
371936,2020,Oaxaca,20,67,Mujeres,12686
371937,2020,Oaxaca,20,68,Hombres,10052
371938,2020,Oaxaca,20,68,Mujeres,12007
371939,2020,Oaxaca,20,69,Hombres,9440
371940,2020,Oaxaca,20,69,Mujeres,11340
371941,2020,Oaxaca,20,70,Hombres,8910
371942,2020,Oaxaca,20,70,Mujeres,10765
371943,2020,Oaxaca,20,71,Hombres,8430
371944,2020,Oaxaca,20,71,Mujeres,10237
371945,2020,Oaxaca,20,72,Hombres,7936
371946,2020,Oaxaca,20,72,Mujeres,9681
371947,2020,Oaxaca,20,73,Hombres,7462
371948,2020,Oaxaca,20,73,Mujeres,9144
371949,2020,Oaxaca,20,74,Hombres,7007
371950,2020,Oaxaca,20,74,Mujeres,8628
371951,2020,Oaxaca,20,75,Hombres,6568
371952,2020,Oaxaca,20,75,Mujeres,8134
371953,2020,Oaxaca,20,76,Hombres,6137
371954,2020,Oaxaca,20,76,Mujeres,7649
371955,2020,Oaxaca,20,77,Hombres,5717
371956,2020,Oaxaca,20,77,Mujeres,7172
371957,2020,Oaxaca,20,78,Hombres,5322
371958,2020,Oaxaca,20,78,Mujeres,6722
371959,2020,Oaxaca,20,79,Hombres,4937
371960,2020,Oaxaca,20,79,Mujeres,6276
371961,2020,Oaxaca,20,80,Hombres,4545
371962,2020,Oaxaca,20,80,Mujeres,5817
371963,2020,Oaxaca,20,81,Hombres,4160
371964,2020,Oaxaca,20,81,Mujeres,5359
371965,2020,Oaxaca,20,82,Hombres,3789
371966,2020,Oaxaca,20,82,Mujeres,4914
371967,2020,Oaxaca,20,83,Hombres,3436
371968,2020,Oaxaca,20,83,Mujeres,4482
371969,2020,Oaxaca,20,84,Hombres,3097
371970,2020,Oaxaca,20,84,Mujeres,4066
371971,2020,Oaxaca,20,85,Hombres,2773
371972,2020,Oaxaca,20,85,Mujeres,3661
